arc                                                                         ,file                                                            ,crc32
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,obj\pl\pl000000\collision\job01\cs012\cs12_07                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,obj\pl\pl000000\collision\job01\cs012\cs12_08                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,obj\pl\pl000000\collision\job01\cs012\cs12_09                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm00_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm10_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\pl\pl0000\l_pl0000_17                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm03_01\m_cm03_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm03_01\m_cm03_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm01_02                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\pl\pl0000\l_pl0000_18                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\pl\pl0000\l_pl0000_01                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm01_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm10_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm04_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\pl\pl0000\l_pl0000_10                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\grw\g_cm00_00                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\cm\cm000\l_cm008_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\pl\pl0000\l_pl0000_19                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm02_03                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm03_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\pl\pl0000\l_pl0000_14                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\grw\g_cm00_01                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\cm\cm000\l_cm008_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\pl\pl0000\l_pl0000_00                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm01_04                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\tex\cm\t_cm05_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\pl\pl0000\l_pl0000_04                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\efl\pl\pl0001\l_pl0001_cs12_00                           ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,effect\epv\pl\pl0001\p_pl0001_cs12                              ,12191BA1
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,obj\pl\pl000000\collision\job01\cs012\cs12_05                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs12.arc                ,obj\pl\pl000000\collision\job01\cs012\cs12_06                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_03                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_04                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_02                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13                      ,199C56C0
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_01                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\wave\job01_cs13_1st_hit        ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\wave\job01_cs13_atk_s          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\wave\job01_cs13_atk_m          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\wave\job01_cs13_atk_l          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\wave\job01_cs13_atk_l_add      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\wave\job01_cs13_wsh            ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\wave\job01_cs13_tame           ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\wave\job01_cs13_comp_s         ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\wave\job01_cs13_comp_l         ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\job01_cs13                     ,15D782FB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,sound\se\job\job01_cs\job01_cs13\job01_cs13                     ,1BCC4966
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\tex\cm\t_cm10_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\tex\cm\t_cm00_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm03_01\m_cm03_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm03_01\m_cm03_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\tex\cm\t_cm01_02                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\efl\pl\pl0001\l_pl0001_cs13_10                           ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\tex\cm\t_cm01_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\tex\cm\t_cm02_03                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\tex\cm\t_cm03_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\efl\pl\pl0000\l_pl0000_14                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\tex\cm\t_cm05_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm02_00\m_cm02_00                               ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm02_00\m_cm02_00                               ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\tex\cm\t_cm02_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\tex\cm\t_cm10_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\efl\pl\pl0001\l_pl0001_cs13_05                           ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\grw\g_cm00_00                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\efl\cm\cm000\l_cm008_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\efl\cm\cm000\l_cm003_11                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\efl\pl\pl0001\l_pl0001_cs13_00                           ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\grw\g_cm00_01                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\efl\cm\cm000\l_cm008_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\grw\g_cm00_02                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\efl\cm\cm000\l_cm008_02                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm09_01\m_cm09_01_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\mod\cm\m_cm09_01\m_cm09_01_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\efl\pl\pl0001\l_pl0001_cs13_06                           ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,effect\epv\pl\pl0001\p_pl0001_cs13                              ,12191BA1
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\motion\m0001\m0001_at\m0001_cs13                ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_10                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_08                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_09                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_07                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_05                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs13.arc                ,obj\pl\pl000000\collision\job01\cs013\cs13_06                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_03                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_04                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_02                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14                      ,199C56C0
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_01                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_start          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_imp            ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_imp02          ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_hit            ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_whoosh_base    ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_whoosh_lch     ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_whoosh_rch     ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_jump           ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_atk_wsh_s      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_atk_wsh_l      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_atk_fin_s      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\wave\job01_cs14_atk_fin_l      ,724DF879
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\job01_cs14                     ,15D782FB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,sound\se\job\job01_cs\job01_cs14\job01_cs14                     ,1BCC4966
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm00_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm10_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0000\l_pl0000_17                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm03_01\m_cm03_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm03_01\m_cm03_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm01_02                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0000\l_pl0000_18                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm01_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm02_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm10_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0001\l_pl0001_cs14_00                           ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0000\l_pl0000_01                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0000\l_pl0000_00                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0001\l_pl0001_cs14_05                           ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm04_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0000\l_pl0000_10                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\grw\g_cm00_00                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\cm\cm000\l_cm008_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\grw\g_cm00_01                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\cm\cm000\l_cm008_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_02                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm05_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm02_03                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm03_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0000\l_pl0000_03                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0000\l_pl0000_19                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm01_04                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm01_02\m_cm01_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0000\l_pl0000_04                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm09_01\m_cm09_01_01                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\mod\cm\m_cm09_01\m_cm09_01_01                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\tex\cm\t_cm05_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\efl\pl\pl0000\l_pl0000_46                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,effect\epv\pl\pl0001\p_pl0001_cs14                              ,12191BA1
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\motion\m0001\m0001_at\m0001_cs14                ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_10                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_08                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_09                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_07                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_05                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job01_cs14.arc                ,obj\pl\pl000000\collision\job01\cs014\cs14_06                   ,6E45FABB
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,obj\pl\pl000000\param\stamina\job02                             ,F985E6B
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,obj\pl\pl000000\motion\m0002\m0002_at\m0002_at                  ,76820D81
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\tex\cm\t_cm05_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\tex\cm\t_cm01_02                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\tex\cm\t_cm01_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\mod\cm\m_cm01_01\m_cm01_01_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\efl\cm\cm000\l_cm003_11                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\tex\cm\t_cm10_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\tex\cm\t_cm00_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\efl\pl\pl0002\l_pl0002_50                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\efl\pl\pl0002\l_pl0002_51                                ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\tex\cm\t_cm01_01                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\tex\cm\t_cm04_00                                         ,4E397417
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\efl\cm\cm000\l_cm003_05                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\grw\g_cm00_00                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\efl\cm\cm000\l_cm008_00                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\mod\cm\m_cm01_02\m_cm01_02_04                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\mod\cm\m_cm01_02\m_cm01_02_04                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\mod\cm\m_cm04_02\m_cm04_02_00                            ,58A15856
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\efl\cm\cm000\l_cm003_06                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\grw\g_cm00_01                                            ,437BCF2
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\efl\cm\cm000\l_cm008_01                                  ,6D5AE854
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,2749C8A8
J:/Juegos/Dragon's Dogma Online//nativePC/rom/job02.arc                     ,effect\mod\cm\m_cm03_00\m_cm03_00_00                            ,58A15856
