keys,ja,en
ITEM_NAME_15353,夕霧の手甲,Gloves of Evening Mist
ITEM_NAME_15354,アズールグローブ,Azure Gloves
ITEM_NAME_15355,アズールグローブ,Azure Gloves
ITEM_NAME_15356,アズールグローブ,Azure Gloves
ITEM_NAME_15357,アズールグローブ,Azure Gloves
ITEM_NAME_15358,アズールグローブ,Azure Gloves
ITEM_NAME_15359,フィネガンズブーツ,Finnegan's Boots
ITEM_NAME_15360,フィネガンズブーツ,Finnegan's Boots
ITEM_NAME_15361,フィネガンズブーツ,Finnegan's Boots
ITEM_NAME_15362,フィネガンズブーツ,Finnegan's Boots
ITEM_NAME_15363,フィネガンズブーツ,Finnegan's Boots
ITEM_NAME_15364,グリーディブーツ,Greedy Boots
ITEM_NAME_15365,グリーディブーツ,Greedy Boots
ITEM_NAME_15366,グリーディブーツ,Greedy Boots
ITEM_NAME_15367,グリーディブーツ,Greedy Boots
ITEM_NAME_15368,グリーディブーツ,Greedy Boots
ITEM_NAME_15369,デュークキュイス【闇夜】,Duke Cuisses (Dark Night)
ITEM_NAME_15374,デュークキュイス【月花】,Duke Cuisses (Moonflower)
ITEM_NAME_15379,処刑人のグリーブ,Executioner's Greaves
ITEM_NAME_15380,処刑人のグリーブ,Executioner's Greaves
ITEM_NAME_15381,処刑人のグリーブ,Executioner's Greaves
ITEM_NAME_15382,処刑人のグリーブ,Executioner's Greaves
ITEM_NAME_15383,処刑人のグリーブ,Executioner's Greaves
ITEM_NAME_15384,古獣のサバトン,Ancient Beast Sabatons
ITEM_NAME_15385,古獣のサバトン,Ancient Beast Sabatons
ITEM_NAME_15386,古獣のサバトン,Ancient Beast Sabatons
ITEM_NAME_15387,古獣のサバトン,Ancient Beast Sabatons
ITEM_NAME_15388,古獣のサバトン,Ancient Beast Sabatons
ITEM_NAME_15389,グリップオブジェノサイド,Grip of Genocide
ITEM_NAME_15390,グリップオブジェノサイド,Grip of Genocide
ITEM_NAME_15391,グリップオブジェノサイド,Grip of Genocide
ITEM_NAME_15392,グリップオブジェノサイド,Grip of Genocide
ITEM_NAME_15393,グリップオブジェノサイド,Grip of Genocide
ITEM_NAME_15394,衛士のサバトン,Royal Guardsman's Sabatons
ITEM_NAME_15395,衛士のサバトン,Royal Guardsman's Sabatons
ITEM_NAME_15396,衛士のサバトン,Royal Guardsman's Sabatons
ITEM_NAME_15397,衛士のサバトン,Royal Guardsman's Sabatons
ITEM_NAME_15398,衛士のサバトン,Royal Guardsman's Sabatons
ITEM_NAME_15399,ノーザンサバトン,Northern Sabatons
ITEM_NAME_15400,ノーザンサバトン,Northern Sabatons
ITEM_NAME_15401,ノーザンサバトン,Northern Sabatons
ITEM_NAME_15402,ノーザンサバトン,Northern Sabatons
ITEM_NAME_15403,ノーザンサバトン,Northern Sabatons
ITEM_NAME_15404,暁のナイトグリーブ,Knight Greaves of Dawn
ITEM_NAME_15405,暁のナイトグリーブ,Knight Greaves of Dawn
ITEM_NAME_15406,暁のナイトグリーブ,Knight Greaves of Dawn
ITEM_NAME_15407,暁のナイトグリーブ,Knight Greaves of Dawn
ITEM_NAME_15408,暁のナイトグリーブ,Knight Greaves of Dawn
ITEM_NAME_15409,アズールキュイス,Azure Cuisses
ITEM_NAME_15410,アズールキュイス,Azure Cuisses
ITEM_NAME_15411,アズールキュイス,Azure Cuisses
ITEM_NAME_15412,アズールキュイス,Azure Cuisses
ITEM_NAME_15413,アズールキュイス,Azure Cuisses
ITEM_NAME_15414,イノセントシューズ,Innocent Shoes
ITEM_NAME_15415,イノセントシューズ,Innocent Shoes
ITEM_NAME_15416,イノセントシューズ,Innocent Shoes
ITEM_NAME_15417,イノセントシューズ,Innocent Shoes
ITEM_NAME_15418,イノセントシューズ,Innocent Shoes
ITEM_NAME_15419,唐紅のブーツ,Crimson Boots
ITEM_NAME_15420,唐紅のブーツ,Crimson Boots
ITEM_NAME_15421,唐紅のブーツ,Crimson Boots
ITEM_NAME_15422,唐紅のブーツ,Crimson Boots
ITEM_NAME_15423,唐紅のブーツ,Crimson Boots
ITEM_NAME_15424,エンハンスドブーツ,Enhanced Boots
ITEM_NAME_15425,エンハンスドブーツ,Enhanced Boots
ITEM_NAME_15426,エンハンスドブーツ,Enhanced Boots
ITEM_NAME_15427,エンハンスドブーツ,Enhanced Boots
ITEM_NAME_15428,エンハンスドブーツ,Enhanced Boots
ITEM_NAME_15429,メディウムブーツ,Medium Boots
ITEM_NAME_15430,メディウムブーツ,Medium Boots
ITEM_NAME_15431,メディウムブーツ,Medium Boots
ITEM_NAME_15432,メディウムブーツ,Medium Boots
ITEM_NAME_15433,メディウムブーツ,Medium Boots
ITEM_NAME_15434,防人のシューズ,Garrisoner's Shoes
ITEM_NAME_15435,防人のシューズ,Garrisoner's Shoes
ITEM_NAME_15436,防人のシューズ,Garrisoner's Shoes
ITEM_NAME_15437,防人のシューズ,Garrisoner's Shoes
ITEM_NAME_15438,防人のシューズ,Garrisoner's Shoes
ITEM_NAME_15439,銀杏染めの靴,Ginkgo-dyed Footwear
ITEM_NAME_15440,銀杏染めの靴,Ginkgo-dyed Footwear
ITEM_NAME_15441,銀杏染めの靴,Ginkgo-dyed Footwear
ITEM_NAME_15442,銀杏染めの靴,Ginkgo-dyed Footwear
ITEM_NAME_15443,銀杏染めの靴,Ginkgo-dyed Footwear
ITEM_NAME_15444,アズールボトム,Azure Bottoms
ITEM_NAME_15445,アズールボトム,Azure Bottoms
ITEM_NAME_15446,アズールボトム,Azure Bottoms
ITEM_NAME_15447,アズールボトム,Azure Bottoms
ITEM_NAME_15448,アズールボトム,Azure Bottoms
ITEM_NAME_15449,コンチネントレッグ,Continent Legs
ITEM_NAME_15450,コンチネントレッグ,Continent Legs
ITEM_NAME_15451,コンチネントレッグ,Continent Legs
ITEM_NAME_15452,コンチネントレッグ,Continent Legs
ITEM_NAME_15453,コンチネントレッグ,Continent Legs
ITEM_NAME_15454,慧眼のグリーブ,Greaves of Keen Insight
ITEM_NAME_15455,慧眼のグリーブ,Greaves of Keen Insight
ITEM_NAME_15456,慧眼のグリーブ,Greaves of Keen Insight
ITEM_NAME_15457,慧眼のグリーブ,Greaves of Keen Insight
ITEM_NAME_15458,慧眼のグリーブ,Greaves of Keen Insight
ITEM_NAME_15459,フォートレスベース,Fortress Base
ITEM_NAME_15460,フォートレスベース,Fortress Base
ITEM_NAME_15461,フォートレスベース,Fortress Base
ITEM_NAME_15462,フォートレスベース,Fortress Base
ITEM_NAME_15463,フォートレスベース,Fortress Base
ITEM_NAME_15464,仁徳のブーツ,Boots of Benevolence
ITEM_NAME_15465,仁徳のブーツ,Boots of Benevolence
ITEM_NAME_15466,仁徳のブーツ,Boots of Benevolence
ITEM_NAME_15467,仁徳のブーツ,Boots of Benevolence
ITEM_NAME_15468,仁徳のブーツ,Boots of Benevolence
ITEM_NAME_15469,モノクロームグリーブ,Monochrome Greaves
ITEM_NAME_15470,モノクロームグリーブ,Monochrome Greaves
ITEM_NAME_15471,モノクロームグリーブ,Monochrome Greaves
ITEM_NAME_15472,モノクロームグリーブ,Monochrome Greaves
ITEM_NAME_15473,モノクロームグリーブ,Monochrome Greaves
ITEM_NAME_15474,黒緋のグリーブ,Dark Red Greaves
ITEM_NAME_15475,黒緋のグリーブ,Dark Red Greaves
ITEM_NAME_15476,黒緋のグリーブ,Dark Red Greaves
ITEM_NAME_15477,黒緋のグリーブ,Dark Red Greaves
ITEM_NAME_15478,黒緋のグリーブ,Dark Red Greaves
ITEM_NAME_15479,アズールグリーブ,Azure Greaves
ITEM_NAME_15480,アズールグリーブ,Azure Greaves
ITEM_NAME_15481,アズールグリーブ,Azure Greaves
ITEM_NAME_15482,アズールグリーブ,Azure Greaves
ITEM_NAME_15483,アズールグリーブ,Azure Greaves
ITEM_NAME_15484,マウンテニアシューズ,Mountaineer Shoes
ITEM_NAME_15485,マウンテニアシューズ,Mountaineer Shoes
ITEM_NAME_15486,マウンテニアシューズ,Mountaineer Shoes
ITEM_NAME_15487,マウンテニアシューズ,Mountaineer Shoes
ITEM_NAME_15488,マウンテニアシューズ,Mountaineer Shoes
ITEM_NAME_15489,オーシャンズレッグス,Ocean's Legs
ITEM_NAME_15490,オーシャンズレッグス,Ocean's Legs
ITEM_NAME_15491,オーシャンズレッグス,Ocean's Legs
ITEM_NAME_15492,オーシャンズレッグス,Ocean's Legs
ITEM_NAME_15493,オーシャンズレッグス,Ocean's Legs
ITEM_NAME_15494,フォレストキュイス,Forest Cuisses
ITEM_NAME_15495,フォレストキュイス,Forest Cuisses
ITEM_NAME_15496,フォレストキュイス,Forest Cuisses
ITEM_NAME_15497,フォレストキュイス,Forest Cuisses
ITEM_NAME_15498,フォレストキュイス,Forest Cuisses
ITEM_NAME_15499,黒豹のレッグガード,Black Panther Leg Guards
ITEM_NAME_15500,黒豹のレッグガード,Black Panther Leg Guards
ITEM_NAME_15501,黒豹のレッグガード,Black Panther Leg Guards
ITEM_NAME_15502,黒豹のレッグガード,Black Panther Leg Guards
ITEM_NAME_15503,黒豹のレッグガード,Black Panther Leg Guards
ITEM_NAME_15504,パトリシアンレッグス,Patrician Legs
ITEM_NAME_15505,パトリシアンレッグス,Patrician Legs
ITEM_NAME_15506,パトリシアンレッグス,Patrician Legs
ITEM_NAME_15507,パトリシアンレッグス,Patrician Legs
ITEM_NAME_15508,パトリシアンレッグス,Patrician Legs
ITEM_NAME_15509,夕霧の具足,Chausses of Evening Mist
ITEM_NAME_15510,夕霧の具足,Chausses of Evening Mist
ITEM_NAME_15511,夕霧の具足,Chausses of Evening Mist
ITEM_NAME_15512,夕霧の具足,Chausses of Evening Mist
ITEM_NAME_15513,夕霧の具足,Chausses of Evening Mist
ITEM_NAME_15514,アズールブーツ,Azure Boots
ITEM_NAME_15515,アズールブーツ,Azure Boots
ITEM_NAME_15516,アズールブーツ,Azure Boots
ITEM_NAME_15517,アズールブーツ,Azure Boots
ITEM_NAME_15518,アズールブーツ,Azure Boots
ITEM_NAME_15519,探求のバンデッド,Questing Banded
ITEM_NAME_15520,探求のバンデッド,Questing Banded
ITEM_NAME_15521,探求のバンデッド,Questing Banded
ITEM_NAME_15522,探求のバンデッド,Questing Banded
ITEM_NAME_15523,探求のバンデッド,Questing Banded
ITEM_NAME_15524,勇士のホーズ,Hero's Hose
ITEM_NAME_15525,勇士のホーズ,Hero's Hose
ITEM_NAME_15526,勇士のホーズ,Hero's Hose
ITEM_NAME_15527,勇士のホーズ,Hero's Hose
ITEM_NAME_15528,勇士のホーズ,Hero's Hose
ITEM_NAME_15529,リーフタイド,Leaf Tied
ITEM_NAME_15530,リーフタイド,Leaf Tied
ITEM_NAME_15531,リーフタイド,Leaf Tied
ITEM_NAME_15532,リーフタイド,Leaf Tied
ITEM_NAME_15533,リーフタイド,Leaf Tied
ITEM_NAME_15534,フィンダミアアンディーズ,Phindymian Underwear
ITEM_NAME_15535,フィンダミアアンディーズ,Phindymian Underwear
ITEM_NAME_15536,フィンダミアアンディーズ,Phindymian Underwear
ITEM_NAME_15537,フィンダミアアンディーズ,Phindymian Underwear
ITEM_NAME_15538,フィンダミアアンディーズ,Phindymian Underwear
ITEM_NAME_15539,パリィドタイツ,Pallid Tights
ITEM_NAME_15540,パリィドタイツ,Pallid Tights
ITEM_NAME_15541,パリィドタイツ,Pallid Tights
ITEM_NAME_15542,パリィドタイツ,Pallid Tights
ITEM_NAME_15543,パリィドタイツ,Pallid Tights
ITEM_NAME_15544,鈍色のボトムス,Dark Gray Bottoms
ITEM_NAME_15545,鈍色のボトムス,Dark Gray Bottoms
ITEM_NAME_15546,鈍色のボトムス,Dark Gray Bottoms
ITEM_NAME_15547,鈍色のボトムス,Dark Gray Bottoms
ITEM_NAME_15548,鈍色のボトムス,Dark Gray Bottoms
ITEM_NAME_15549,ホーリーレッグス,Holy Legs
ITEM_NAME_15550,ホーリーレッグス,Holy Legs
ITEM_NAME_15551,ホーリーレッグス,Holy Legs
ITEM_NAME_15552,ホーリーレッグス,Holy Legs
ITEM_NAME_15553,ホーリーレッグス,Holy Legs
ITEM_NAME_15554,アズールホーズ,Azure Hose
ITEM_NAME_15555,アズールホーズ,Azure Hose
ITEM_NAME_15556,アズールホーズ,Azure Hose
ITEM_NAME_15557,アズールホーズ,Azure Hose
ITEM_NAME_15558,アズールホーズ,Azure Hose
ITEM_NAME_15559,デュークレッグス【闇夜】,Duke Legs (Dark Night)
ITEM_NAME_15564,デュークレッグス【月花】,Duke Legs (Moonflower)
ITEM_NAME_15569,真紅のクローク,Crimson Cloak
ITEM_NAME_15570,真紅のクローク,Crimson Cloak
ITEM_NAME_15571,真紅のクローク,Crimson Cloak
ITEM_NAME_15572,真紅のクローク,Crimson Cloak
ITEM_NAME_15573,真紅のクローク,Crimson Cloak
ITEM_NAME_15574,大鷲のマント,Sea Eagle's Mantle
ITEM_NAME_15575,大鷲のマント,Sea Eagle's Mantle
ITEM_NAME_15576,大鷲のマント,Sea Eagle's Mantle
ITEM_NAME_15577,大鷲のマント,Sea Eagle's Mantle
ITEM_NAME_15578,大鷲のマント,Sea Eagle's Mantle
ITEM_NAME_15579,覇道のマント,Mantle of Military Rule
ITEM_NAME_15580,覇道のマント,Mantle of Military Rule
ITEM_NAME_15581,覇道のマント,Mantle of Military Rule
ITEM_NAME_15582,覇道のマント,Mantle of Military Rule
ITEM_NAME_15583,覇道のマント,Mantle of Military Rule
ITEM_NAME_15584,ニグレドマント,Nigredo Mantle
ITEM_NAME_15585,ニグレドマント,Nigredo Mantle
ITEM_NAME_15586,ニグレドマント,Nigredo Mantle
ITEM_NAME_15587,ニグレドマント,Nigredo Mantle
ITEM_NAME_15588,ニグレドマント,Nigredo Mantle
ITEM_NAME_15589,グリーディマント,Greedy Mantle
ITEM_NAME_15590,グリーディマント,Greedy Mantle
ITEM_NAME_15591,グリーディマント,Greedy Mantle
ITEM_NAME_15592,グリーディマント,Greedy Mantle
ITEM_NAME_15593,グリーディマント,Greedy Mantle
ITEM_NAME_15594,ホワイトレザークローク,White Leather Cloak
ITEM_NAME_15595,ホワイトレザークローク,White Leather Cloak
ITEM_NAME_15596,ホワイトレザークローク,White Leather Cloak
ITEM_NAME_15597,ホワイトレザークローク,White Leather Cloak
ITEM_NAME_15598,ホワイトレザークローク,White Leather Cloak
ITEM_NAME_15599,紫紺のマフラー,Bluish Purple Muffler
ITEM_NAME_15600,紫紺のマフラー,Bluish Purple Muffler
ITEM_NAME_15601,紫紺のマフラー,Bluish Purple Muffler
ITEM_NAME_15602,紫紺のマフラー,Bluish Purple Muffler
ITEM_NAME_15603,紫紺のマフラー,Bluish Purple Muffler
ITEM_NAME_15604,スピリットマント,Spirit Mantle
ITEM_NAME_15605,スピリットマント,Spirit Mantle
ITEM_NAME_15606,スピリットマント,Spirit Mantle
ITEM_NAME_15607,スピリットマント,Spirit Mantle
ITEM_NAME_15608,スピリットマント,Spirit Mantle
ITEM_NAME_15609,アズールマント,Azure Mantle
ITEM_NAME_15610,アズールマント,Azure Mantle
ITEM_NAME_15611,アズールマント,Azure Mantle
ITEM_NAME_15612,アズールマント,Azure Mantle
ITEM_NAME_15613,アズールマント,Azure Mantle
ITEM_NAME_15615,騎士団長の鎧【雅】,Knight Commander's Armor (Refined)
ITEM_NAME_15616,騎士団長の鎧【雅】,Knight Commander's Armor (Refined)
ITEM_NAME_15617,騎士団長の鎧【雅】,Knight Commander's Armor (Refined)
ITEM_NAME_15618,騎士団長の鎧【雅】,Knight Commander's Armor (Refined)
ITEM_NAME_15619,騎士団長の鎧【雅】,Knight Commander's Armor (Refined)
ITEM_NAME_15620,騎士団長の鎧【零】,Knight Commander's Armor (Plain)
ITEM_NAME_15621,騎士団長の鎧【零】,Knight Commander's Armor (Plain)
ITEM_NAME_15622,騎士団長の鎧【零】,Knight Commander's Armor (Plain)
ITEM_NAME_15623,騎士団長の鎧【零】,Knight Commander's Armor (Plain)
ITEM_NAME_15624,騎士団長の鎧【零】,Knight Commander's Armor (Plain)
ITEM_NAME_15625,副団長の装束【雅】,Deputy Knight Commander's Armor (Refined)
ITEM_NAME_15626,副団長の装束【雅】,Deputy Knight Commander's Armor (Refined)
ITEM_NAME_15627,副団長の装束【雅】,Deputy Knight Commander's Armor (Refined)
ITEM_NAME_15628,副団長の装束【雅】,Deputy Knight Commander's Armor (Refined)
ITEM_NAME_15629,副団長の装束【雅】,Deputy Knight Commander's Armor (Refined)
ITEM_NAME_15630,副団長の装束【零】,Deputy Knight Commander's Armor (Plain)
ITEM_NAME_15631,副団長の装束【零】,Deputy Knight Commander's Armor (Plain)
ITEM_NAME_15632,副団長の装束【零】,Deputy Knight Commander's Armor (Plain)
ITEM_NAME_15633,副団長の装束【零】,Deputy Knight Commander's Armor (Plain)
ITEM_NAME_15634,副団長の装束【零】,Deputy Knight Commander's Armor (Plain)
ITEM_NAME_15635,白雪のタオル【壮健】,White Snow Towel (Fine)
ITEM_NAME_15636,桜花のタオル【壮健】,Cherry Blossom Towel (Fine)
ITEM_NAME_15637,薄水のタオル【壮健】,Pale Aqua Towel (Fine)
ITEM_NAME_15638,紫紺のタオル【壮健】,Bluish Purple Towel (Fine)
ITEM_NAME_15639,真朱のタオル【壮健】,Red Ochre Towel (Fine)
ITEM_NAME_15640,夜闇のタオル【壮健】,Night Black Towel (Fine)
ITEM_NAME_15641,白雪のタオル【優美】,White Snow Towel (Elegant)
ITEM_NAME_15642,桜花のタオル【優美】,Cherry Blossom Towel (Elegant)
ITEM_NAME_15643,薄水のタオル【優美】,Pale Aqua Towel (Elegant)
ITEM_NAME_15644,紫紺のタオル【優美】,Bluish Purple Towel (Elegant)
ITEM_NAME_15645,真朱のタオル【優美】,Red Ochre Towel (Elegant)
ITEM_NAME_15646,夜闇のタオル【優美】,Night Black Towel (Elegant)
ITEM_NAME_15647,古種族戦士の鎧,Ancient Folk Soldier's Armor
ITEM_NAME_15648,古種族戦士の鎧,Ancient Folk Soldier's Armor
ITEM_NAME_15649,古種族戦士の鎧,Ancient Folk Soldier's Armor
ITEM_NAME_15650,古種族戦士の鎧,Ancient Folk Soldier's Armor
ITEM_NAME_15651,古種族戦士の鎧,Ancient Folk Soldier's Armor
ITEM_NAME_15652,古種族戦士の鎧【麗】,Ancient Folk Soldier's Armor (Dazzling)
ITEM_NAME_15653,古種族戦士の鎧【麗】,Ancient Folk Soldier's Armor (Dazzling)
ITEM_NAME_15654,古種族戦士の鎧【麗】,Ancient Folk Soldier's Armor (Dazzling)
ITEM_NAME_15655,古種族戦士の鎧【麗】,Ancient Folk Soldier's Armor (Dazzling)
ITEM_NAME_15656,古種族戦士の鎧【麗】,Ancient Folk Soldier's Armor (Dazzling)
ITEM_NAME_15657,古種族少女の服,Ancient Folk Maiden's Clothes
ITEM_NAME_15658,古種族少女の服,Ancient Folk Maiden's Clothes
ITEM_NAME_15659,古種族少女の服,Ancient Folk Maiden's Clothes
ITEM_NAME_15660,古種族少女の服,Ancient Folk Maiden's Clothes
ITEM_NAME_15661,古種族少女の服,Ancient Folk Maiden's Clothes
ITEM_NAME_15662,古種族少女の服【麗】,Ancient Folk Maiden's Clothes (Dazzling)
ITEM_NAME_15663,古種族少女の服【麗】,Ancient Folk Maiden's Clothes (Dazzling)
ITEM_NAME_15664,古種族少女の服【麗】,Ancient Folk Maiden's Clothes (Dazzling)
ITEM_NAME_15665,古種族少女の服【麗】,Ancient Folk Maiden's Clothes (Dazzling)
ITEM_NAME_15666,古種族少女の服【麗】,Ancient Folk Maiden's Clothes (Dazzling)
ITEM_NAME_15669,Sランサー_治癒アップ,
ITEM_NAME_15670,Sランサー_ST速度,
ITEM_NAME_15671,Sランサー_与ダメ上昇,
ITEM_NAME_15672,Sランサー_被ダメ軽減,
ITEM_NAME_15673,錆びた片手剣,Rusted One-handed Sword
ITEM_NAME_15674,錆びた片手剣,Rusted One-handed Sword
ITEM_NAME_15675,錆びた片手剣,Rusted One-handed Sword
ITEM_NAME_15676,錆びた片手剣,Rusted One-handed Sword
ITEM_NAME_15677,錆びた片手剣,Rusted One-handed Sword
ITEM_NAME_15678,ポリッシュドソード,Polished Sword
ITEM_NAME_15679,ポリッシュドソード,Polished Sword
ITEM_NAME_15680,ポリッシュドソード,Polished Sword
ITEM_NAME_15681,ポリッシュドソード,Polished Sword
ITEM_NAME_15682,ポリッシュドソード,Polished Sword
ITEM_NAME_15683,アリズンズディフィーター,Arisen's Defeater
ITEM_NAME_15684,アリズンズディフィーター,Arisen's Defeater
ITEM_NAME_15685,アリズンズディフィーター,Arisen's Defeater
ITEM_NAME_15686,アリズンズディフィーター,Arisen's Defeater
ITEM_NAME_15687,アリズンズディフィーター,Arisen's Defeater
ITEM_NAME_15688,ソードオブラディアンス,Sword of Radiance
ITEM_NAME_15689,ソードオブラディアンス,Sword of Radiance
ITEM_NAME_15690,ソードオブラディアンス,Sword of Radiance
ITEM_NAME_15691,ソードオブラディアンス,Sword of Radiance
ITEM_NAME_15692,ソードオブラディアンス,Sword of Radiance
ITEM_NAME_15703,アリズンズリペーラー,Arisen's Repeller
ITEM_NAME_15704,アリズンズリペーラー,Arisen's Repeller
ITEM_NAME_15705,アリズンズリペーラー,Arisen's Repeller
ITEM_NAME_15706,アリズンズリペーラー,Arisen's Repeller
ITEM_NAME_15707,アリズンズリペーラー,Arisen's Repeller
ITEM_NAME_15708,シールドオブラディアンス,Shield of Radiance
ITEM_NAME_15709,シールドオブラディアンス,Shield of Radiance
ITEM_NAME_15710,シールドオブラディアンス,Shield of Radiance
ITEM_NAME_15711,シールドオブラディアンス,Shield of Radiance
ITEM_NAME_15712,シールドオブラディアンス,Shield of Radiance
ITEM_NAME_15713,錆びた大剣,Rusted Greatsword
ITEM_NAME_15714,錆びた大剣,Rusted Greatsword
ITEM_NAME_15715,錆びた大剣,Rusted Greatsword
ITEM_NAME_15716,錆びた大剣,Rusted Greatsword
ITEM_NAME_15717,錆びた大剣,Rusted Greatsword
ITEM_NAME_15718,ポリッシュドブレイカー,Polished Breaker
ITEM_NAME_15719,ポリッシュドブレイカー,Polished Breaker
ITEM_NAME_15720,ポリッシュドブレイカー,Polished Breaker
ITEM_NAME_15721,ポリッシュドブレイカー,Polished Breaker
ITEM_NAME_15722,ポリッシュドブレイカー,Polished Breaker
ITEM_NAME_15723,アリズンズセイバー,Arisen's Savior
ITEM_NAME_15724,アリズンズセイバー,Arisen's Savior
ITEM_NAME_15725,アリズンズセイバー,Arisen's Savior
ITEM_NAME_15726,アリズンズセイバー,Arisen's Savior
ITEM_NAME_15727,アリズンズセイバー,Arisen's Savior
ITEM_NAME_15728,ブレードオブラディアンス,Blade of Radiance
ITEM_NAME_15729,ブレードオブラディアンス,Blade of Radiance
ITEM_NAME_15730,ブレードオブラディアンス,Blade of Radiance
ITEM_NAME_15731,ブレードオブラディアンス,Blade of Radiance
ITEM_NAME_15732,ブレードオブラディアンス,Blade of Radiance
ITEM_NAME_15733,錆びた大盾,Rusted Greatshield
ITEM_NAME_15734,錆びた大盾,Rusted Greatshield
ITEM_NAME_15735,錆びた大盾,Rusted Greatshield
ITEM_NAME_15736,錆びた大盾,Rusted Greatshield
ITEM_NAME_15737,錆びた大盾,Rusted Greatshield
ITEM_NAME_15738,ポリッシュドガード,Polished Guard
ITEM_NAME_15739,ポリッシュドガード,Polished Guard
ITEM_NAME_15740,ポリッシュドガード,Polished Guard
ITEM_NAME_15741,ポリッシュドガード,Polished Guard
ITEM_NAME_15742,ポリッシュドガード,Polished Guard
ITEM_NAME_15743,アリズンズアブソーバー,Arisen's Absorber
ITEM_NAME_15744,アリズンズアブソーバー,Arisen's Absorber
ITEM_NAME_15745,アリズンズアブソーバー,Arisen's Absorber
ITEM_NAME_15746,アリズンズアブソーバー,Arisen's Absorber
ITEM_NAME_15747,アリズンズアブソーバー,Arisen's Absorber
ITEM_NAME_15748,ウォールオブラディアンス,Wall of Radiance
ITEM_NAME_15749,ウォールオブラディアンス,Wall of Radiance
ITEM_NAME_15750,ウォールオブラディアンス,Wall of Radiance
ITEM_NAME_15751,ウォールオブラディアンス,Wall of Radiance
ITEM_NAME_15752,ウォールオブラディアンス,Wall of Radiance
ITEM_NAME_15763,アリズンズインダクター,Arisen's Inductor
ITEM_NAME_15764,アリズンズインダクター,Arisen's Inductor
ITEM_NAME_15765,アリズンズインダクター,Arisen's Inductor
ITEM_NAME_15766,アリズンズインダクター,Arisen's Inductor
ITEM_NAME_15767,アリズンズインダクター,Arisen's Inductor
ITEM_NAME_15768,ロッドオブラディアンス,Rod of Radiance
ITEM_NAME_15769,ロッドオブラディアンス,Rod of Radiance
ITEM_NAME_15770,ロッドオブラディアンス,Rod of Radiance
ITEM_NAME_15771,ロッドオブラディアンス,Rod of Radiance
ITEM_NAME_15772,ロッドオブラディアンス,Rod of Radiance
ITEM_NAME_15773,錆びたダガー,Rusted Daggers
ITEM_NAME_15774,錆びたダガー,Rusted Daggers
ITEM_NAME_15775,錆びたダガー,Rusted Daggers
ITEM_NAME_15776,錆びたダガー,Rusted Daggers
ITEM_NAME_15777,錆びたダガー,Rusted Daggers
ITEM_NAME_15778,ポリッシュドダガー,Polished Daggers
ITEM_NAME_15779,ポリッシュドダガー,Polished Daggers
ITEM_NAME_15780,ポリッシュドダガー,Polished Daggers
ITEM_NAME_15781,ポリッシュドダガー,Polished Daggers
ITEM_NAME_15782,ポリッシュドダガー,Polished Daggers
ITEM_NAME_15783,アリズンズクリーヴァー,Arisen's Cleavers
ITEM_NAME_15784,アリズンズクリーヴァー,Arisen's Cleavers
ITEM_NAME_15785,アリズンズクリーヴァー,Arisen's Cleavers
ITEM_NAME_15786,アリズンズクリーヴァー,Arisen's Cleavers
ITEM_NAME_15787,アリズンズクリーヴァー,Arisen's Cleavers
ITEM_NAME_15788,ダガーオブラディアンス,Daggers of Radiance
ITEM_NAME_15789,ダガーオブラディアンス,Daggers of Radiance
ITEM_NAME_15790,ダガーオブラディアンス,Daggers of Radiance
ITEM_NAME_15791,ダガーオブラディアンス,Daggers of Radiance
ITEM_NAME_15792,ダガーオブラディアンス,Daggers of Radiance
ITEM_NAME_15793,錆びた弓,Rusted Bow
ITEM_NAME_15794,錆びた弓,Rusted Bow
ITEM_NAME_15795,錆びた弓,Rusted Bow
ITEM_NAME_15796,錆びた弓,Rusted Bow
ITEM_NAME_15797,錆びた弓,Rusted Bow
ITEM_NAME_15798,ポリッシュドボウ,Polished Bow
ITEM_NAME_15799,ポリッシュドボウ,Polished Bow
ITEM_NAME_15800,ポリッシュドボウ,Polished Bow
ITEM_NAME_15801,ポリッシュドボウ,Polished Bow
ITEM_NAME_15802,ポリッシュドボウ,Polished Bow
ITEM_NAME_15803,アリズンズピアサー,Arisen's Piercer
ITEM_NAME_15804,アリズンズピアサー,Arisen's Piercer
ITEM_NAME_15805,アリズンズピアサー,Arisen's Piercer
ITEM_NAME_15806,アリズンズピアサー,Arisen's Piercer
ITEM_NAME_15807,アリズンズピアサー,Arisen's Piercer
ITEM_NAME_15808,ボウオブラディアンス,Bow of Radiance
ITEM_NAME_15809,ボウオブラディアンス,Bow of Radiance
ITEM_NAME_15810,ボウオブラディアンス,Bow of Radiance
ITEM_NAME_15811,ボウオブラディアンス,Bow of Radiance
ITEM_NAME_15812,ボウオブラディアンス,Bow of Radiance
ITEM_NAME_15813,錆びた魔道篭手,Rusted Magick Gauntlet
ITEM_NAME_15814,錆びた魔道篭手,Rusted Magick Gauntlet
ITEM_NAME_15815,錆びた魔道篭手,Rusted Magick Gauntlet
ITEM_NAME_15816,錆びた魔道篭手,Rusted Magick Gauntlet
ITEM_NAME_15817,錆びた魔道篭手,Rusted Magick Gauntlet
ITEM_NAME_15818,ポリッシュドガントレット,Polished Gauntlet
ITEM_NAME_15819,ポリッシュドガントレット,Polished Gauntlet
